AAF;IFN-alpha activation factor;AAF$CONS;6
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_37;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_38;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_39;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_40;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_41;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_42;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_43;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_44;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_45;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_46;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_47;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_48;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_49;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_50;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_51;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_52;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_53;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_54;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_55;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_56;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_57;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_58;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_59;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_60;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_61;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;AS$AML1_62;2
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;HS$BCL2_13;2;G003555
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;HS$IL3_06;2;G000314
AML1a;AML1,CBF-alpha 2,CBFA2,PEBP2alphaB,RUNX1;HS$IL3_08;2;G000314
PEBP2beta;CBFbeta,core-binding factor, beta subunit,PEBP2beta;AS$AML1_05;2
PEBP2beta;CBFbeta,core-binding factor, beta subunit,PEBP2beta;HS$CSF2_06;3;G000272
PEBP2beta;CBFbeta,core-binding factor, beta subunit,PEBP2beta;HS$CSF2_07;3;G000272
CAR;constitutive androstane receptor,MB67,MB67 (human),NR1I3,phenobarbital receptor;HS$ADH3_01;6;G000186
CAR;constitutive androstane receptor,MB67,MB67 (human),NR1I3,phenobarbital receptor;HS$SULT2A1_04;3;G019498
AML3-isoform2;CBFA1,Osf2,osteoblast-specific transcription factor 2,PEBP2alphaA;MOUSE$SPP1_08;2;G002357
AML3-isoform2;CBFA1,Osf2,osteoblast-specific transcription factor 2,PEBP2alphaA;MOUSE$SPP1_09;6;G002357
AML3-isoform2;CBFA1,Osf2,osteoblast-specific transcription factor 2,PEBP2alphaA;MOUSE$SPP1_11;2;G002357
AML3-isoform2;CBFA1,Osf2,osteoblast-specific transcription factor 2,PEBP2alphaA;MOUSE$SPP1_12;2;G002357
AhR;Ah receptor,AhR,aryl hydrocarbon receptor;AHR$CONS_01;6
AhR;Ah receptor,AhR,aryl hydrocarbon receptor;AHR$CONS_03;4
AhR;Ah receptor,AhR,aryl hydrocarbon receptor;HS$TFF1_02;4;G000373
AhR;Ah receptor,AhR,aryl hydrocarbon receptor;MOUSE$CYTOP_03;6;G000498
HEB1-p94;;HT1$HTLV1_25;2;G000431
HEB1-p67;;HT1$HTLV1_25;2;G000431
ATPF1;ATP factor 1;BOVIN$ATPA_01;6;G001024
ATBP;;SARPE$LEC_01;2;G001030
ATBP;;SARPE$LEC_02;2;G001030
ATBP;;SARPE$LEC_03;2;G001030
HNF-3;HNF3;HS$APOB_15;6;G000205
HNF-3;HNF3;XENLA$VITB1_12;4;G000865
HNF-3;HNF3;XENLA$VITB1_13;4;G000865
HNF-3;HNF3;XENLA$VITB1_14;4;G000865
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;AS$AML3_01;3
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$BGLAP_06;2;G000353
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$BGLAP_07;3;G000353
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$CLC_02;3;G042356
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$COL10A1_01;1;G046314
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$COL10A1_02;2;G046314
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$COL10A1_03;2;G046314
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$CSF2_06;3;G000272
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$ESR1_04;5;G003925
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$FGFR2_03;3;G004627
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$FGFR2_04;3;G004627
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$GNAS_01;4;G006144
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$IBSP_05;3;G041924
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$IBSP_13;3;G041924
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$IBSP_20;3;G041924
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$LGALS3_02;3;G007417
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$MMP13_01;3;G042182
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$NELL1_01;3;G046656
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$NELL1_02;3;G046656
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$NELL1_03;3;G046656
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$RUNX2_01;3;G005051
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$SOST_01;3;G033902
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$TERT_46;3;G002001
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;HS$TNFRSF11B_01;1;G009852
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;MOUSE$AMBN_01;3;G053281
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;MOUSE$BGLAP2_04;3;G001163
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;MOUSE$IGH_77;3;G000537
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;MOUSE$MPO_01;4;G001043
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;RAT$BGLAP_07;5;G000780
AML3;Acute myelogenous leukemia 3,Acute myeloid leukemia 3 protein,AML3,CBF-alpha 1,CBFA1,Core binding factor A1,Core-binding factor, alpha 1 subunit,Osf2,PEBP2alphaA,PEBP2alphaA1,Polyomavirus enhancer binding protein 2 alpha A subunit,Polyomavirus enhancer binding protein 2alphaA,Runt-related transcription factor 2,RUNX2,RUNX2, PEBP2alphaA, CBFA1;RAT$BGLAP_12;3;G000780
Kox1;ZNF10;AS$SZF1_13;6
ctcf;CCCTC-binding factor;CHICK$HBB_01;4;G052326
ctcf;CCCTC-binding factor;CHICK$MYC_01;4;G000073
ctcf;CCCTC-binding factor;HS$APOB_52;3;G000205
ctcf;CCCTC-binding factor;HS$APP_10;3;G000180
ctcf;CCCTC-binding factor;HS$BG_70;3;G000215
ctcf;CCCTC-binding factor;HS$BG_71;3;G000215
ctcf;CCCTC-binding factor;HS$BRCA1_16;3;G002124
ctcf;CCCTC-binding factor;HS$BRCA1_17;3;G002124
ctcf;CCCTC-binding factor;HS$CFTR_09;3;G001033
ctcf;CCCTC-binding factor;HS$H19_03;4;G036402
ctcf;CCCTC-binding factor;HS$IGF2_04;3;G000309
ctcf;CCCTC-binding factor;HS$RB1_07;3;G001086
ctcf;CCCTC-binding factor;HS$TFF2_02;3;G013600
ctcf;CCCTC-binding factor;HS$TFF3_04;3;G013597
ctcf;CCCTC-binding factor;HS$TMPRSS3_01;3;G018554
ctcf;CCCTC-binding factor;HS$ZMYND10_01;3;G047966
ctcf;CCCTC-binding factor;HS$ZMYND10_02;3;G047966
ctcf;CCCTC-binding factor;HS$ZMYND10_03;3;G047966
ctcf;CCCTC-binding factor;MOUSE$BMG_18;3;G000484
ctcf;CCCTC-binding factor;MOUSE$HBBAR_01;3;G044766
ctcf;CCCTC-binding factor;MOUSE$IGF2_01;3;G001245
ctcf;CCCTC-binding factor;MOUSE$IGF2_02;3;G001245
ctcf;CCCTC-binding factor;MOUSE$IGF2_03;3;G001245
ctcf;CCCTC-binding factor;MOUSE$IGF2_04;3;G001245
ctcf;CCCTC-binding factor;MOUSE$KCNQ1OT1_01;3;G052833
ctcf;CCCTC-binding factor;MOUSE$KCNQ1OT1_02;3;G052833
ctcf;CCCTC-binding factor;MOUSE$TCRA_06;3;G000610
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;CHICK$HBB_01;4;G052326
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;HS$H19_01;3;G036402
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;HS$H19_02;3;G036402
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$GRB10_01;4;G006159
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$GTF2A1L_01;3;G039271
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_04;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_05;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_06;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_07;3;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_08;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_09;3;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_10;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_11;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_12;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_13;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_14;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_15;3;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_16;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$H19_17;5;G001400
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$HSPB2_02;3;G006934
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$IGF2_01;3;G001245
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$IGF2_02;3;G001245
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$IGF2_03;3;G001245
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$IGF2_04;3;G001245
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$KCNQ1OT1_01;3;G052833
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$KCNQ1OT1_02;3;G052833
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$MGAT5B_01;3;G064620
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$PAX6_04;3;G009200
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$TCRA_05;4;G000610
ctcf;CCCTC-binding factor,CCCTC-binding factor (zinc finger protein),CTCF;MOUSE$TCRA_06;3;G000610
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_01;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_02;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_03;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_04;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_05;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_06;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_07;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_08;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_09;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_10;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_11;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_12;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_13;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH1_14;2
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;AS$HFH2_01;3
HFH-1;Foxq1,HFH1,HNF-3/Fkh Homolog 1,HNF-3/forkhead-like protein 1;HFH1$CONS_01;6
HFH2;Genesis,HFH-2,HFH2,HNF-3/Fkh Homolog 2;AS$HFH2_01;3
HFH2;Genesis,HFH-2,HFH2,HNF-3/Fkh Homolog 2;HFH2$CONS_01;6
Croc;Crocodile,FD1;AS$CROC_01;2
Croc;Crocodile,FD1;AS$CROC_02;2
Croc;Crocodile,FD1;AS$CROC_03;2
Croc;Crocodile,FD1;AS$CROC_04;2
Croc;Crocodile,FD1;AS$CROC_05;2
Croc;Crocodile,FD1;AS$CROC_06;2
Croc;Crocodile,FD1;AS$CROC_07;2
Croc;Crocodile,FD1;AS$CROC_08;2
Croc;Crocodile,FD1;AS$CROC_09;2
Croc;Crocodile,FD1;AS$CROC_10;2
Croc;Crocodile,FD1;AS$CROC_11;2
Croc;Crocodile,FD1;AS$CROC_12;2
Croc;Crocodile,FD1;AS$CROC_13;2
Croc;Crocodile,FD1;AS$CROC_14;2
Croc;Crocodile,FD1;AS$CROC_15;2
Croc;Crocodile,FD1;CROC$CONS_01;6
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_01;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_02;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_03;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_04;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_05;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;AS$XFD2_06;2
FOXI1a;Xenopus fork head domain factor 2,XFD-2,XFD2;MOUSE$TTR_04;6;G000625
GCM;glial cells missing;DROME$REPO_01;2;G001038
GCM;glial cells missing;DROME$REPO_02;2;G001038
GCM;glial cells missing;DROME$REPO_03;2;G001038
GCM;glial cells missing;DROME$REPO_04;2;G001038
GCM;glial cells missing;DROME$REPO_05;2;G001038
GCM;glial cells missing;DROME$REPO_06;2;G001038
GCM;glial cells missing;DROME$REPO_07;2;G001038
GCM;glial cells missing;DROME$REPO_08;2;G001038
MAZ;Myc-associated zinc finger protein,Pur-1,purine-binding transcription factor 1,SAF-1,serum amyloid A-activating factor;HS$MYC_18;3;G000221
MAZ;Myc-associated zinc finger protein,Pur-1,purine-binding transcription factor 1,SAF-1,serum amyloid A-activating factor;MOUSE$SP4_02;3;G009935
MAZ;Myc-associated zinc finger protein,Pur-1,purine-binding transcription factor 1,SAF-1,serum amyloid A-activating factor;RAT$GRIN1_06;3;G001900
MAZ;Myc-associated zinc finger protein,Pur-1,purine-binding transcription factor 1,SAF-1,serum amyloid A-activating factor;RAT$PNMT_04;3;G042118
